SCHOOL_ID,Short_Name,SCH_ADDR,the_geom,GRADE_CAT,GRADES,SCH_TYPE,X,Y
610179,SMYSER,"4310 N MELVINA AVE, 60634",POINT (-87.78197453871607 41.95886803827752),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.78197454,41.95886804
610180,SMYTH,"1059 W 13TH ST, 60608",POINT (-87.65344502547242 41.865351019004784),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.65344503,41.86535102
610383,GREATER LAWNDALE HS,"3120 S KOSTNER AVE, 60623",POINT (-87.73415832835119 41.836035192554455),HS,"9, 10, 11, 12","District, non-alternative",-87.73415833,41.83603519
610182,SOLOMON,"6206 N HAMLIN AVE, 60659",POINT (-87.724042631838 41.993942334210196),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.72404263,41.99394234
610543,SOLORIO HS,"5400 S ST LOUIS AVE, 60632",POINT (-87.71105881737256 41.79520055454392),HS,"9, 10","District, non-alternative",-87.71105882,41.79520056
610160,SONGHAI,"11725 S PERRY AVE, 60628",POINT (-87.62509440653712 41.68087394189294),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.62509441,41.68087394
609990,SOUTH LOOP,"1212 S PLYMOUTH CT, 60605",POINT (-87.62861500020779 41.86687450626405),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.628615,41.86687451
610547,SOUTH SHORE INTL HS,"1955 E 75TH ST, 60649",POINT (-87.57635263541904 41.75879165984346),HS,9,"District, non-alternative",-87.57635264,41.75879166
610530,SOUTHSHORE,"1415 E 70TH ST, 60637",POINT (-87.59039610087879 41.76775510691513),ES,"PK, K, 1, 2, 3, 4","District, non-alternative",-87.5903961,41.76775511
609745,SOUTHSIDE HS,"7342 S HOYNE AVE, 60636",POINT (-87.67594676399989 41.759852423889306),HS,"11, 12","District, Special Ed.",-87.67594676,41.75985242
610183,SPENCER TECH ACAD,"214 N LAVERGNE AVE, 60644",POINT (-87.75044473585189 41.88487640040731),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.75044474,41.8848764
610184,SPRY,"2400 S MARSHALL BLVD, 60623",POINT (-87.6990907756243 41.84816075339759),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.69909078,41.84816075
610357,SPRY HS,"2400 S MARSHALL BLVD, 60623",POINT (-87.6990907756243 41.84816075339759),HS,"9, 10, 11, 12","District, non-alternative",-87.69909078,41.84816075
610339,STAGG,"7424 S MORGAN ST, 60621",POINT (-87.64921669123405 41.75892472990612),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.64921669,41.75892473
609732,STEINMETZ COLLEGE PREP HS,"3030 N MOBILE AVE, 60634",POINT (-87.78351523406519 41.93563358995752),HS,"9, 10, 11, 12","District, non-alternative",-87.78351523,41.93563359
610185,STEVENSON,"8010 S KOSTNER AVE, 60652",POINT (-87.73166568254057 41.74710687678285),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.73166568,41.74710688
610187,STEWART,"4525 N KENMORE AVE, 60640",POINT (-87.65608899583415 41.96435045859344),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.656089,41.96435046
610163,STOCK,"7507 W BIRCHWOOD AVE, 60631",POINT (-87.81419465694833 42.01689164150172),ES,"PK, K","District, Special Ed.",-87.81419466,42.01689164
610189,STOCKTON,"4420 N BEACON ST, 60640",POINT (-87.66385295947414 41.96230777349466),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.66385296,41.96230777
610191,STONE,"6239 N LEAVITT ST, 60659",POINT (-87.68479278591458 41.995359053645636),ES,"K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.68479279,41.99535905
610192,STOWE,"3444 W WABANSIA AVE, 60647",POINT (-87.71331750190451 41.91193807982686),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.7133175,41.91193808
610405,SUDER,"2022 W WASHINGTON BLVD, 60612",POINT (-87.67763610985752 41.88321451927483),ES,"PK, K, 1, 2, 3, 4, 5, 6","District, non-alternative",-87.67763611,41.88321452
610193,NEW SULLIVAN,"8331 S MACKINAW AVE, 60617",POINT (-87.54292760724458 41.74382852131679),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.54292761,41.74382852
609733,SULLIVAN HS,"6631 N BOSWORTH AVE, 60626",POINT (-87.66919214530328 42.00268756161123),HS,"9, 10, 11, 12","District, non-alternative",-87.66919214,42.00268756
610194,SUMNER,"4320 W FIFTH AVE, 60624",POINT (-87.73352395468827 41.87082837944341),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.73352395,41.87082838
610195,SUTHERLAND,"10015 S LEAVITT ST, 60643",POINT (-87.6768211701704 41.71144507047556),ES,"K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.67682117,41.71144507
609895,TURNER-DREW,"9300 S PRINCETON AVE, 60620",POINT (-87.63016447890514 41.72560921119149),ES,"K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.63016448,41.72560921
610206,TWAIN,"5134 S LOTUS AVE, 60638",POINT (-87.7589284055664 41.799046394529036),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.75892841,41.7990464
609740,WELLS HS,"936 N ASHLAND AVE, 60622",POINT (-87.66748286293847 41.898994706945494),HS,"9, 10, 11, 12","District, non-alternative",-87.66748286,41.89899471
610223,WENTWORTH,"6950 S SANGAMON ST, 60621",POINT (-87.64821812932698 41.76725597977539),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.64821813,41.76725598
610100,WEST PARK,"1425 N TRIPP AVE, 60651",POINT (-87.73244310046185 41.90690720689343),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.7324431,41.90690721
610224,WEST PULLMAN,"11941 S PARNELL AVE, 60628",POINT (-87.6357432082506 41.676645934887254),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.63574321,41.67664594
610542,WEST RIDGE,"6700 N WHIPPLE ST, 60645",POINT (-87.70591720048695 42.002958996824745),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.7059172,42.002959
610300,WESTCOTT,"409 W 80TH ST, 60620",POINT (-87.63475051174666 41.74886822268175),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.63475051,41.74886822
609693,GEORGE WESTINGHOUSE HS,"3223 W FRANKLIN BLVD, 60624",POINT (-87.70733230345627 41.88997720579003),HS,"9, 10, 11","District, non-alternative",-87.7073323,41.88997721
610225,WHISTLER,"11533 S ADA ST, 60643",POINT (-87.65538381876141 41.68390700787299),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.65538382,41.68390701
610315,WHITE,"1136 W 122ND ST, 60643",POINT (-87.6505385407339 41.672309401497124),ES,"K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.65053854,41.6723094
610227,WHITNEY,"2815 S KOMENSKY AVE, 60623",POINT (-87.72554563785832 41.840080431821576),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.72554564,41.84008043
610228,WHITTIER,"1900 W 23RD ST, 60608",POINT (-87.67339164950458 41.850480887019614),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.67339165,41.85048089
610230,WILDWOOD,"6950 N HIAWATHA AVE, 60646",POINT (-87.77834486631235 42.00749067566868),ES,"K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.77834487,42.00749068
610232,WILLIAMS ES,"2710 S DEARBORN ST, 60616",POINT (-87.62855344535394 41.844043314786134),ES,"PK, K, 1, 2, 3, 4, 5","District, non-alternative",-87.62855345,41.84404332
610380,"WILLIAMS, D","4934 S WABASH AVE, 60615",POINT (-87.62444722509098 41.80455816435276),HS,"8, 9, 10, 11, 12","District, non-alternative",-87.62444723,41.80455817
610336,WILIAMS MIDDLE,"2710 S DEARBORN ST, 60616",POINT (-87.62855344535394 41.844043314786134),MS,"6, 7, 8","District, non-alternative",-87.62855345,41.84404332
609977,WOODLAWN,"6657 S KIMBARK AVE, 60637",POINT (-87.59439199442251 41.77336552972722),ES,"PK, K, 1, 2, 3, 4, 5, 6","District, non-alternative",-87.59439199,41.77336553
610285,WOODS,"6206 S RACINE AVE, 60636",POINT (-87.65465257491017 41.781194307523286),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.65465257,41.78119431
610345,WOODSON,"4414 S EVANS AVE, 60653",POINT (-87.6084187673055 41.814498792283395),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.60841877,41.81449879
610392,WORLD LANGUAGE HS,"3120 S KOSTNER AVE, 60623",POINT (-87.73415832835119 41.836035192554455),HS,"9, 10, 11, 12","District, non-alternative",-87.73415833,41.83603519
610233,YALE,"7025 S PRINCETON AVE, 60621",POINT (-87.63213199129419 41.76642828220913),ES,"K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.63213199,41.76642828
610234,YATES,"1839 N RICHMOND ST, 60647",POINT (-87.70028031260621 41.915038547085196),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.70028031,41.91503855
610235,YOUNG,"1434 N PARKSIDE AVE, 60651",POINT (-87.76714284960318 41.90679057743543),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.76714285,41.90679058
609755,YOUNG HS,"211 S LAFLIN ST, 60607",POINT (-87.66423333734878 41.87860253499426),HS,"7, 8, 9, 10, 11, 12","District, non-alternative",-87.66423334,41.87860254
400087,YNG WOMEN-CHTR CAMPUS,"2641 S CALUMET AVE, 60616",POINT (-87.61872379387239 41.84454380822879),HS,"7, 8, 9, 10, 11, 12",Charter,-87.61872379,41.84454381
609686,YOUTH CONNECTION CHARTER SCHOOL,"10 W 35TH ST, 60616",POINT (-87.62698194736919 41.83108610350149),HS,"10, 11, 12",Alternative/Charter,-87.62698195,41.8310861
609973,ZAPATA,"2728 S KOSTNER AVE, 60623",POINT (-87.73431332981303 41.841393805207026),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.73431333,41.84139381
609766,VAUGHN HS,"4355 N LINDER AVE, 60641",POINT (-87.76466317698181 41.960363795875224),HS,"9, 10, 11, 12","District, Special Ed.",-87.76466318,41.9603638
609871,VICK,"2554 W 113TH ST, 60655",POINT (-87.68567659549926 41.68819083559772),ES,"PK, K","District, Special Ed.",-87.6856766,41.68819084
610518,VOISE HS,"231 N PINE AVE, 60644",POINT (-87.76324887427936 41.88521325402359),HS,"9, 10, 11, 12","District, non-alternative",-87.76324887,41.88521325
610209,VOLTA,"4950 N AVERS AVE, 60625",POINT (-87.7246052240708 41.971634003862654),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.72460522,41.97163401
610210,VON HUMBOLDT,"2620 W HIRSCH ST, 60622",POINT (-87.69301874548299 41.906694545611856),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.69301875,41.90669455
609737,VON STEUBEN HS,"5039 N KIMBALL AVE, 60625",POINT (-87.71338625085617 41.97318504986082),HS,"9, 10, 11, 12","District, non-alternative",-87.71338625,41.97318505
610366,WACKER,"9746 S MORGAN ST, 60643",POINT (-87.64804431872466 41.71619329108035),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.64804432,41.71619329
610213,WADSWORTH,"6420 S UNIVERSITY AVE, 60637",POINT (-87.59811391691477 41.778129696685504),ES,"PK, K, 1, 2, 3, 4, 5","District, non-alternative",-87.59811392,41.7781297
610216,WALSH,"2015 S PEORIA ST, 60608",POINT (-87.64808616934148 41.85483575120244),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.64808617,41.85483575
610217,"WARD, J","2701 S SHIELDS AVE, 60616",POINT (-87.63535578500851 41.84398009177358),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.63535579,41.84398009
610133,"WARD, L","410 N MONTICELLO AVE, 60624",POINT (-87.71748725402783 41.8884484675711),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.71748725,41.88844847
610218,WARREN,"9239 S JEFFERY AVE, 60617",POINT (-87.57535254882318 41.726762906508135),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.57535255,41.72676291
609739,WASHINGTON HS,"3535 E 114TH ST, 60617",POINT (-87.53757029550647 41.68813693289164),HS,"9, 10, 11, 12","District, non-alternative",-87.5375703,41.68813693
610219,"WASHINGTON, G","3611 E 114TH ST, 60617",POINT (-87.5360152980283 41.688131480678415),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.5360153,41.68813148
610124,"WASHINGTON, H","9130 S UNIVERSITY AVE, 60619",POINT (-87.59625661189918 41.72853414025221),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.59625661,41.72853414
610220,WATERS,"4540 N CAMPBELL AVE, 60625",POINT (-87.69133250768876 41.964365415016765),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.69133251,41.96436542
610221,WEBSTER,"4055 W ARTHINGTON ST, 60624",POINT (-87.72752437077057 41.869915860445715),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.72752437,41.86991586
610110,"WELLS, I","244 E PERSHING RD, 60653",POINT (-87.61979634214786 41.82387996465738),ES,"K, 1, 2, 3, 4, 5, 6, 7, 8, 9","District, non-alternative",-87.61979634,41.82387997
